DATASET_COLORSTRIP
SEPARATOR	TAB
DATASET_LABEL	Phylum Colors
COLOR	#ff0000
STRIP_WIDTH	25
MARGIN	5
BORDER_WIDTH	1
BORDER_COLOR	#000000
LEGEND_TITLE	Phyla
LEGEND_SHAPES	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEGEND_COLORS	#1f77b4,#aec7e8,#ff7f0e,#ffbb78,#2ca02c,#98df8a,#d62728,#ff9896,#9467bd,#c5b0d5,#8c564b,#c49c94,#e377c2,#f7b6d2,#7f7f7f,#c7c7c7,#bcbd22,#dbdb8d,#17becf,#9edae5
LEGEND_LABELS	Bacteroidota,Pseudomonadota,Bacillota_A,Actinomycetota,Spirochaetota,Verrucomicrobiota,Bacillota_C,Bacillota,Cyanobacteriota,Elusimicrobiota,Methanobacteriota,Desulfobacterota,Campylobacterota,Fibrobacterota,Myxococcota,Thermoplasmatota,Eremiobacterota,Bacillota_B,Planctomycetota,Fusobacteriota
DATA
ERR7738629_bin.83	#ff7f0e
ERR7738622_bin.150	#ff7f0e
ERR7738624_bin.41	#ff7f0e
SRR17643652_bin.28	#ffbb78
SRR1761702_bin.25	#ff7f0e
ERR7738562_bin.34	#1f77b4
ERR7738166_bin.55	#ff7f0e
ERR7738630_bin.27	#ff7f0e
ERR7738622_bin.64	#ff7f0e
ERR7746398_bin.39	#9467bd
ERR7738515_bin.40	#2ca02c
SRR17643531_bin.12	#d62728
ERR7738158_bin.18	#ff9896
SRR1761703_bin.17	#ff7f0e
ERR7738612_bin.83	#ff7f0e
ERR7738514_bin.41	#1f77b4
ERR7738630_bin.105	#ff7f0e
ERR7745819_bin.3	#aec7e8
ERR7738624_bin.190	#ff7f0e
SRR1761716_bin.18	#d62728
SRR1761721_bin.21	#ff9896
SRR1761699_bin.14	#ff9896
SRR1761677_bin.7	#ff7f0e
ERR7738608_bin.9	#98df8a
ERR7738620_bin.34	#ff7f0e
SRR1761695_bin.13	#ff7f0e
ERR7738158_bin.22	#ff9896
SRR1761718_bin.1	#ff7f0e
ERR7738630_bin.17	#1f77b4
ERR7745831_bin.43	#d62728
ERR7738578_bin.54	#1f77b4
SRR1761710_bin.11	#ff7f0e
ERR7738937_bin.38	#ffbb78
ERR7738514_bin.84	#ff9896
ERR7738580_bin.14	#ff7f0e
SRR1761686_bin.15	#ff7f0e
SRR1761707_bin.10	#ff7f0e
ERR7738158_bin.36	#ff7f0e
ERR7738253_bin.71	#ff7f0e
ERR7738514_bin.30	#aec7e8
ERR7738937_bin.10	#ff7f0e
ERR7738597_bin.75	#ff7f0e
ERR7738608_bin.5	#ff7f0e
ERR7738546_bin.10	#ff7f0e
SRR1761678_bin.14	#ff7f0e
ERR7738608_bin.6	#ff9896
ERR7738630_bin.44	#ff7f0e
SRR17643458_bin.17	#ff7f0e
ERR7746440_bin.86	#ff9896
ERR7738622_bin.67	#ffbb78
ERR7746398_bin.84	#ff7f0e
ERR7745836_bin.36	#ff9896
ERR7745402_bin.72	#ff7f0e
ERR7738608_bin.27	#ff7f0e
ERR7738624_bin.86	#9467bd
ERR7738612_bin.131	#ff7f0e
ERR7738630_bin.61	#ff7f0e
ERR7738158_bin.54	#ff9896
SRR1761690_bin.4	#d62728
ERR7738612_bin.2	#ff7f0e
ERR7738182_bin.3	#ff7f0e
ERR7738594_bin.18	#ff7f0e
SRR1761687_bin.18	#1f77b4
ERR7738143_bin.55	#ff7f0e
SRR1761696_bin.26	#ff7f0e
ERR11604952_bin.11	#e377c2
ERR7738937_bin.57	#ff7f0e
SRR17643482_bin.11	#ffbb78
ERR7738537_bin.98	#ff9896
SRR17643790_bin.34	#ff7f0e
ERR7738166_bin.113	#ff9896
ERR7745819_bin.46	#ff9896
SRR17643482_bin.19	#ff7f0e
ERR11604944_bin.3	#ff7f0e
ERR7738938_bin.39	#ff9896
ERR7738514_bin.79	#ff7f0e
ERR7738630_bin.21	#ff7f0e
ERR7738630_bin.12	#ff7f0e
SRR17643958_bin.3	#ffbb78
ERR7738630_bin.82	#ff7f0e
SRR1761683_bin.3	#ff7f0e
ERR7746440_bin.35	#ff7f0e
ERR7738253_bin.104	#ff7f0e
SRR1761686_bin.4	#ff7f0e
ERR7738620_bin.54	#ff7f0e
ERR7738629_bin.7	#ff7f0e
ERR7738624_bin.143	#ff9896
ERR7738604_bin.47	#d62728
ERR7738253_bin.112	#ff9896
ERR7738166_bin.50	#ff7f0e
SRR1761709_bin.29	#ff7f0e
SRR17643507_bin.20	#ff7f0e
ERR7738166_bin.80	#ff7f0e
ERR7738624_bin.22	#ff7f0e
ERR7738594_bin.150	#aec7e8
SRR17643938_bin.12	#ff7f0e
ERR11604936_bin.2	#d62728
SRR17643652_bin.23	#ff9896
ERR7745787_bin.39	#ff7f0e
ERR7745819_bin.75	#ff9896
ERR7738253_bin.83	#ff7f0e
SRR1761685_bin.11	#ff7f0e
ERR7738612_bin.27	#ff9896
ERR7738353_bin.65	#aec7e8
SRR1761720_bin.5	#ff7f0e
SRR17643474_bin.33	#ffbb78
ERR7738612_bin.75	#ff7f0e
ERR7738612_bin.38	#ff7f0e
ERR7738158_bin.63	#ffbb78
ERR7738558_bin.78	#ff7f0e
ERR7745819_bin.35	#ff7f0e
SRR1761701_bin.17	#ffbb78
ERR7738514_bin.97	#ff7f0e
SRR17643523_bin.8	#ff7f0e
SRR17643933_bin.8	#ffbb78
ERR7738553_bin.64	#1f77b4
ERR7738608_bin.57	#ff7f0e
ERR7738546_bin.77	#ff7f0e
ERR7738622_bin.55	#ff7f0e
ERR7738166_bin.114	#ffbb78
ERR7738597_bin.64	#ff7f0e
ERR11604940_bin.2	#98df8a
ERR7738594_bin.43	#ff9896
ERR7738630_bin.68	#ff7f0e
ERR7738629_bin.5	#e377c2
SRR17643459_bin.14	#ffbb78
ERR7745787_bin.25	#ff7f0e
ERR7738166_bin.116	#ff9896
SRR1761714_bin.3	#1f77b4
ERR7745819_bin.88	#ff7f0e
ERR7738549_bin.30	#ff7f0e
ERR7745596_bin.17	#1f77b4
ERR7738629_bin.58	#ff7f0e
SRR1761719_bin.10	#1f77b4
ERR7738546_bin.37	#1f77b4
ERR11604946_bin.14	#ff7f0e
ERR7738545_bin.58	#ff7f0e
SRR17643968_bin.28	#ffbb78
ERR7738253_bin.125	#ff9896
SRR1761681_bin.17	#ff7f0e
ERR7738597_bin.54	#1f77b4
SRR17643968_bin.33	#ffbb78
SRR1761676_bin.9	#ff7f0e
SRR1761687_bin.3	#1f77b4
ERR7738578_bin.35	#ff7f0e
ERR7738143_bin.56	#ff7f0e
ERR7738143_bin.63	#98df8a
ERR7745819_bin.41	#ff7f0e
SRR8732217_bin.1	#ff9896
ERR7738594_bin.118	#ff7f0e
ERR7738608_bin.90	#ff7f0e
ERR7738604_bin.46	#ff7f0e
ERR7738185_bin.12	#ff7f0e
SRR1761720_bin.21	#ff9896
ERR7738620_bin.27	#ff9896
ERR7738580_bin.72	#ff7f0e
ERR7738597_bin.91	#ffbb78
ERR7738624_bin.6	#ff7f0e
SRR1761712_bin.1	#ff7f0e
ERR7738630_bin.174	#ff7f0e
SRR1761686_bin.18	#ff7f0e
ERR7745402_bin.43	#ff9896
ERR7738624_bin.137	#98df8a
SRR8732225_bin.2	#ff9896
ERR11604951_bin.1	#ff9896
ERR7738253_bin.57	#1f77b4
ERR7738624_bin.84	#ff9896
ERR7738608_bin.58	#ff7f0e
ERR7738624_bin.136	#ff7f0e
ERR7745819_bin.70	#ff7f0e
ERR11604938_bin.5	#ff7f0e
ERR11604942_bin.3	#ff7f0e
SRR17643458_bin.13	#1f77b4
ERR7738158_bin.17	#ff7f0e
ERR7745787_bin.36	#ff7f0e
ERR7745831_bin.8	#aec7e8
ERR7738537_bin.96	#ff7f0e
ERR7738158_bin.3	#ff9896
SRR1761683_bin.10	#d62728
ERR7738597_bin.30	#ff7f0e
ERR7745787_bin.27	#ff7f0e
ERR11604941_bin.8	#d62728
ERR7738196_bin.29	#ff7f0e
ERR7738514_bin.69	#9467bd
SRR17643924_bin.13	#d62728
ERR7745402_bin.94	#ff7f0e
ERR7746398_bin.68	#ff9896
ERR7738620_bin.75	#1f77b4
SRR1761690_bin.10	#ff7f0e
ERR7746398_bin.15	#ff9896
ERR7738580_bin.98	#ff7f0e
ERR7738604_bin.85	#ff9896
SRR17643458_bin.10	#ff7f0e
ERR7738196_bin.52	#2ca02c
ERR7738622_bin.97	#ff7f0e
SRR1761716_bin.6	#ff9896
SRR17643927_bin.11	#ff7f0e
ERR7738594_bin.128	#ff7f0e
ERR7738514_bin.67	#ff7f0e
SRR17643924_bin.2	#ff7f0e
SRR17643916_bin.2	#d62728
ERR7745402_bin.23	#1f77b4
ERR7745819_bin.36	#ff7f0e
ERR7738938_bin.25	#ff9896
ERR7738624_bin.211	#ff7f0e
SRR1761721_bin.9	#ff9896
SRR1761714_bin.19	#ff9896
SRR17643521_bin.9	#ff7f0e
SRR1761699_bin.13	#ff7f0e
ERR7738622_bin.17	#ff7f0e
ERR7738545_bin.11	#ff9896
ERR7738597_bin.101	#c49c94
SRR1761721_bin.18	#ff7f0e
ERR7738166_bin.111	#ff7f0e
ERR7738580_bin.55	#ff7f0e
ERR7738630_bin.9	#ff7f0e
ERR7738937_bin.44	#ffbb78
ERR7738166_bin.47	#ffbb78
ERR7738545_bin.40	#ff9896
SRR1761683_bin.22	#ff7f0e
SRR1761703_bin.24	#ff7f0e
ERR7738937_bin.72	#ff9896
ERR7745819_bin.29	#ff7f0e
ERR7738215_bin.42	#ff7f0e
SRR1761712_bin.8	#ff7f0e
SRR1761689_bin.11	#ffbb78
ERR7738620_bin.50	#ff7f0e
SRR1761687_bin.9	#ff7f0e
ERR7738182_bin.55	#ff7f0e
SRR1761691_bin.9	#ff7f0e
ERR7738537_bin.111	#ff7f0e
SRR1761709_bin.8	#ff9896
ERR7738143_bin.24	#ff9896
SRR1761699_bin.3	#9467bd
ERR7745402_bin.26	#ff7f0e
ERR7738253_bin.50	#ff7f0e
ERR7738597_bin.95	#aec7e8
ERR7738166_bin.15	#ff9896
ERR7738553_bin.71	#aec7e8
ERR7738608_bin.166	#ff7f0e
ERR11604942_bin.4	#2ca02c
ERR7738938_bin.53	#ff9896
ERR7738549_bin.5	#ffbb78
ERR7738608_bin.87	#ffbb78
ERR7738629_bin.22	#ff7f0e
SRR1761701_bin.1	#ffbb78
ERR7738616_bin.83	#1f77b4
SRR17643916_bin.12	#ff7f0e
SRR1761719_bin.15	#ff7f0e
ERR7738546_bin.22	#ff7f0e
SRR17643458_bin.35	#ffbb78
ERR7745787_bin.80	#98df8a
ERR7738215_bin.46	#ff7f0e
SRR17643938_bin.25	#aec7e8
ERR7738620_bin.1	#ff7f0e
ERR7738215_bin.14	#ffbb78
ERR11604940_bin.18	#ff7f0e
ERR7738604_bin.56	#ff7f0e
ERR7738611_bin.154	#ff7f0e
SRR1761707_bin.29	#1f77b4
ERR7738616_bin.45	#ff7f0e
SRR1761708_bin.13	#ff7f0e
ERR7738612_bin.108	#ff7f0e
ERR7738253_bin.130	#aec7e8
SRR1761691_bin.21	#ffbb78
ERR7745831_bin.3	#ff7f0e
ERR7738604_bin.41	#ff7f0e
ERR11604949_bin.21	#98df8a
ERR7746440_bin.75	#ff9896
ERR7745787_bin.5	#ff9896
SRR17643924_bin.3	#ff7f0e
ERR11604943_bin.3	#ff7f0e
ERR7738608_bin.88	#ff7f0e
ERR7738545_bin.51	#ff9896
SRR1761713_bin.13	#ff7f0e
ERR7745819_bin.28	#9467bd
SRR1761708_bin.15	#ff7f0e
SRR17644085_bin.21	#ff7f0e
SRR1761679_bin.17	#ffbb78
ERR7738253_bin.30	#ff9896
ERR7738166_bin.37	#ff7f0e
ERR7738553_bin.109	#ff9896
SRR1761680_bin.11	#ff7f0e
ERR7738215_bin.2	#ff7f0e
SRR1761702_bin.32	#ff7f0e
ERR7745836_bin.2	#ff7f0e
SRR1761707_bin.25	#ff7f0e
ERR7738578_bin.101	#ff7f0e
SRR1761698_bin.5	#ff7f0e
ERR7738158_bin.21	#ff7f0e
ERR7738624_bin.146	#ff7f0e
ERR7738514_bin.17	#ff7f0e
ERR7738630_bin.86	#ff7f0e
ERR7738594_bin.49	#ff7f0e
ERR7738537_bin.146	#ff7f0e
ERR7738622_bin.30	#ff7f0e
ERR7738514_bin.2	#ff7f0e
ERR11604942_bin.5	#c7c7c7
ERR7738158_bin.15	#ff7f0e
ERR7738616_bin.58	#ff7f0e
ERR7738624_bin.62	#ff7f0e
ERR7738622_bin.69	#ff7f0e
ERR7745836_bin.15	#c5b0d5
ERR7738630_bin.137	#ff7f0e
ERR7738267_bin.4	#ff7f0e
SRR1761693_bin.14	#ff7f0e
ERR7738515_bin.8	#ff7f0e
ERR7738624_bin.80	#ff7f0e
ERR7745787_bin.74	#aec7e8
SRR1761706_bin.7	#ff9896
ERR7738608_bin.20	#ff7f0e
ERR7738937_bin.92	#ff7f0e
SRR1761702_bin.17	#ff9896
ERR7738267_bin.39	#9467bd
ERR7738608_bin.43	#ff7f0e
ERR7738630_bin.188	#ff9896
ERR7738276_bin.3	#aec7e8
ERR7738611_bin.39	#ff7f0e
SRR1761716_bin.12	#ff7f0e
ERR7738558_bin.52	#ff7f0e
ERR7738537_bin.129	#ff7f0e
ERR7738580_bin.5	#ff9896
ERR7745819_bin.77	#ff7f0e
ERR7738196_bin.49	#ff7f0e
SRR1761677_bin.33	#ff7f0e
ERR7738604_bin.17	#ff7f0e
ERR7738253_bin.110	#e377c2
ERR7738546_bin.59	#1f77b4
ERR7745819_bin.20	#ff7f0e
ERR7745787_bin.95	#ff7f0e
ERR7738215_bin.30	#e377c2
SRR17643531_bin.21	#ff7f0e
ERR7738562_bin.16	#ff9896
ERR7738630_bin.50	#ff7f0e
ERR7745596_bin.15	#9467bd
ERR11604951_bin.14	#1f77b4
ERR7738558_bin.16	#ff7f0e
SRR1761703_bin.25	#ff7f0e
SRR1761717_bin.20	#aec7e8
SRR1761681_bin.4	#ff7f0e
ERR7738537_bin.95	#ff7f0e
ERR7745831_bin.51	#d62728
ERR7738594_bin.61	#ff7f0e
ERR7738353_bin.63	#ff7f0e
SRR17643790_bin.16	#ff7f0e
ERR7738616_bin.75	#aec7e8
ERR7738611_bin.17	#ff7f0e
ERR7738620_bin.71	#ff9896
ERR7738196_bin.37	#ff7f0e
ERR7738597_bin.27	#ff7f0e
ERR7738546_bin.24	#d62728
ERR7738620_bin.51	#ff7f0e
ERR7746398_bin.25	#ff7f0e
SRR1761692_bin.12	#ff7f0e
ERR7738514_bin.57	#aec7e8
ERR7745787_bin.48	#aec7e8
ERR7746440_bin.22	#ff7f0e
SRR1761721_bin.5	#ff7f0e
ERR11604932_bin.17	#ff7f0e
ERR7738578_bin.5	#ff7f0e
ERR7738166_bin.121	#1f77b4
ERR7738938_bin.36	#aec7e8
ERR7745819_bin.83	#ffbb78
ERR7738938_bin.61	#ff7f0e
ERR7738578_bin.68	#ff7f0e
ERR7746398_bin.35	#ff9896
ERR11604933_bin.11	#1f77b4
ERR7738616_bin.27	#ff7f0e
ERR7738537_bin.58	#ff7f0e
SRR1761676_bin.15	#ff7f0e
ERR7738612_bin.86	#ff9896
SRR17643919_bin.32	#d62728
ERR7738630_bin.162	#ff7f0e
ERR7738604_bin.97	#ff7f0e
ERR7738185_bin.19	#ff7f0e
ERR7745596_bin.29	#ff7f0e
SRR1761701_bin.10	#d62728
SRR1761696_bin.20	#ff7f0e
ERR7738597_bin.10	#ff7f0e
ERR7738608_bin.50	#ff7f0e
ERR7745819_bin.15	#ff7f0e
SRR17643913_bin.11	#ff7f0e
SRR17643460_bin.17	#ff7f0e
ERR7738611_bin.99	#ff7f0e
ERR7738277_bin.46	#ff7f0e
ERR7738514_bin.63	#ff7f0e
ERR7738630_bin.1	#ff7f0e
ERR7738515_bin.30	#ff7f0e
ERR7738143_bin.93	#ff7f0e
ERR7738514_bin.111	#ff7f0e
ERR7738630_bin.52	#ff7f0e
ERR7738630_bin.95	#ff7f0e
ERR7738622_bin.143	#ff7f0e
ERR7738620_bin.92	#ff7f0e
SRR17643913_bin.18	#ff7f0e
ERR7738612_bin.40	#ff7f0e
ERR7738514_bin.38	#ff7f0e
SRR1761701_bin.8	#ffbb78
SRR1761697_bin.15	#ff7f0e
ERR7738629_bin.79	#ff7f0e
ERR7738630_bin.85	#ff7f0e
SRR17643474_bin.5	#ff7f0e
ERR7738537_bin.81	#ff7f0e
ERR7738537_bin.92	#ff7f0e
ERR7738558_bin.92	#ff7f0e
SRR17643913_bin.20	#ff9896
ERR7738630_bin.128	#98df8a
ERR7738611_bin.80	#ff7f0e
ERR7738553_bin.25	#ff7f0e
SRR1761720_bin.6	#1f77b4
ERR7738624_bin.77	#ff7f0e
ERR7738562_bin.48	#ffbb78
ERR11604932_bin.4	#ff7f0e
ERR7738629_bin.31	#ff7f0e
ERR7738608_bin.70	#ff7f0e
ERR7738537_bin.84	#ff9896
ERR7738185_bin.39	#ff7f0e
ERR11604951_bin.15	#d62728
ERR7738937_bin.63	#1f77b4
ERR7738166_bin.31	#ff7f0e
ERR7738630_bin.164	#ff7f0e
ERR7738514_bin.94	#ff7f0e
SRR17643968_bin.11	#d62728
ERR7738611_bin.164	#ff7f0e
ERR7738545_bin.23	#9467bd
ERR7738629_bin.23	#ff7f0e
ERR7738630_bin.146	#ff7f0e
ERR7738622_bin.144	#aec7e8
ERR7738624_bin.92	#ff7f0e
SRR1761685_bin.7	#ff7f0e
ERR7738608_bin.54	#ff7f0e
ERR7738185_bin.29	#ff7f0e
SRR17643916_bin.1	#aec7e8
SRR17643482_bin.23	#ff7f0e
ERR7738630_bin.79	#ff7f0e
ERR7738562_bin.26	#1f77b4
ERR7738594_bin.132	#ff7f0e
SRR17643467_bin.15	#ffbb78
ERR7738166_bin.124	#ff7f0e
ERR7738215_bin.48	#ff7f0e
ERR7738608_bin.103	#98df8a
ERR7738630_bin.129	#ff7f0e
ERR7738185_bin.28	#ff7f0e
ERR7738267_bin.29	#9467bd
ERR7738253_bin.13	#ff7f0e
ERR7738630_bin.33	#c7c7c7
ERR7738611_bin.97	#ff9896
ERR7746398_bin.2	#e377c2
ERR7738166_bin.68	#ff7f0e
ERR7738608_bin.68	#aec7e8
ERR7738608_bin.59	#ff7f0e
SRR17643913_bin.22	#d62728
SRR1761681_bin.6	#d62728
ERR7738166_bin.57	#ff9896
ERR7738630_bin.114	#ff7f0e
ERR7738537_bin.7	#ff9896
SRR1761703_bin.20	#9467bd
SRR1761711_bin.5	#ff7f0e
ERR7745402_bin.8	#ff7f0e
SRR17643804_bin.17	#ff7f0e
ERR7745787_bin.61	#ff7f0e
SRR17643804_bin.18	#9467bd
ERR7738546_bin.73	#ff7f0e
ERR7738537_bin.68	#ff7f0e
ERR7738215_bin.61	#ff9896
ERR7738611_bin.95	#2ca02c
SRR1761689_bin.22	#ff7f0e
SRR17643968_bin.4	#ff7f0e
ERR7738185_bin.36	#ff7f0e
ERR7738630_bin.107	#ff7f0e
SRR17643924_bin.25	#ff7f0e
ERR7738597_bin.6	#ff7f0e
SRR17643521_bin.1	#ff9896
ERR11604936_bin.10	#ff7f0e
ERR7738608_bin.108	#ff7f0e
ERR7738630_bin.20	#ff9896
ERR7738608_bin.141	#98df8a
ERR7738608_bin.147	#ff7f0e
SRR1761689_bin.8	#d62728
ERR7738276_bin.11	#aec7e8
ERR7738604_bin.34	#ff9896
ERR7738537_bin.114	#ff9896
ERR7738630_bin.109	#ff7f0e
ERR7738515_bin.39	#ff7f0e
SRR17643657_bin.27	#9467bd
ERR7738537_bin.105	#ff7f0e
SRR1761677_bin.24	#ffbb78
ERR7738630_bin.104	#ff7f0e
SRR1761680_bin.16	#ff7f0e
ERR7738537_bin.123	#ff7f0e
ERR7738937_bin.41	#ff7f0e
SRR1761716_bin.9	#ff7f0e
ERR7738182_bin.5	#9467bd
SRR17643504_bin.26	#aec7e8
ERR7738253_bin.64	#ff7f0e
ERR7738624_bin.156	#ff7f0e
SRR17643924_bin.1	#ff7f0e
SRR17643927_bin.19	#d62728
ERR11604944_bin.14	#d62728
ERR7738514_bin.50	#aec7e8
ERR7738608_bin.69	#ff7f0e
ERR7738514_bin.44	#ff9896
SRR1761718_bin.13	#ff7f0e
ERR7738620_bin.39	#ffbb78
ERR7738166_bin.26	#ff7f0e
ERR7738630_bin.83	#ff9896
ERR7738253_bin.22	#ff7f0e
ERR7738267_bin.17	#ffbb78
SRR1761695_bin.12	#ff7f0e
ERR7738253_bin.98	#ff7f0e
ERR7738253_bin.103	#ff9896
ERR7738546_bin.58	#1f77b4
SRR17643968_bin.19	#ff7f0e
ERR11604930_bin.9	#ff7f0e
ERR11604952_bin.20	#c7c7c7
ERR7738537_bin.102	#ffbb78
ERR7738166_bin.30	#ff7f0e
ERR7738624_bin.91	#ff7f0e
SRR17643467_bin.3	#ff7f0e
ERR7738622_bin.125	#bcbd22
ERR7738185_bin.33	#ff7f0e
ERR7738624_bin.148	#ff7f0e
ERR7738253_bin.23	#ff7f0e
ERR7745836_bin.16	#ff7f0e
ERR7738629_bin.65	#ff9896
ERR7738182_bin.50	#ffbb78
SRR17643518_bin.2	#ff7f0e
SRR1761685_bin.16	#ff7f0e
ERR7738630_bin.119	#aec7e8
ERR7738546_bin.63	#1f77b4
SRR1761719_bin.13	#e377c2
ERR7738622_bin.135	#ff7f0e
ERR7738580_bin.26	#ff7f0e
ERR7738158_bin.66	#ff7f0e
ERR7738622_bin.27	#ff7f0e
ERR7738558_bin.4	#ff9896
SRR17643924_bin.12	#ff7f0e
ERR7738215_bin.81	#ff7f0e
ERR11604933_bin.2	#ff7f0e
ERR7738196_bin.39	#9467bd
ERR7738578_bin.20	#ff7f0e
ERR7738630_bin.32	#ff7f0e
ERR7738562_bin.15	#ff7f0e
ERR7738545_bin.12	#ff7f0e
ERR7738580_bin.112	#ff7f0e
ERR7738514_bin.77	#ff7f0e
ERR7738553_bin.39	#ff7f0e
ERR7738611_bin.63	#ff7f0e
ERR7738938_bin.33	#ff7f0e
ERR7738624_bin.39	#ff7f0e
ERR7738624_bin.144	#98df8a
ERR7738558_bin.91	#ff7f0e
ERR7738166_bin.69	#ff9896
SRR17643968_bin.42	#ff7f0e
ERR7746398_bin.38	#ff7f0e
ERR7738937_bin.83	#ff9896
SRR8732217_bin.6	#aec7e8
SRR1761687_bin.17	#ff7f0e
SRR1761679_bin.22	#d62728
ERR7738937_bin.50	#ff7f0e
ERR7738629_bin.64	#ff7f0e
ERR7738514_bin.16	#98df8a
ERR7738624_bin.94	#ff7f0e
ERR7738597_bin.76	#ff7f0e
ERR7738938_bin.90	#ff9896
ERR7745836_bin.14	#9467bd
SRR17643520_bin.1	#ffbb78
ERR7738215_bin.52	#ff7f0e
ERR7738611_bin.92	#ff7f0e
ERR7738597_bin.3	#ff9896
ERR7738630_bin.49	#ff9896
ERR7738938_bin.29	#ff7f0e
ERR7738185_bin.23	#ff7f0e
ERR7745787_bin.14	#ff9896
ERR7738620_bin.67	#ff7f0e
ERR11604931_bin.3	#ff7f0e
SRR17643792_bin.18	#ff7f0e
SRR1761718_bin.19	#ff7f0e
ERR7738604_bin.72	#ff7f0e
ERR7738616_bin.37	#ff7f0e
ERR7738553_bin.37	#1f77b4
ERR7738580_bin.11	#ff7f0e
ERR7738622_bin.103	#f7b6d2
ERR7738547_bin.10	#ff7f0e
ERR7738612_bin.121	#ff9896
ERR7738604_bin.134	#ff7f0e
ERR7738629_bin.2	#ff7f0e
ERR7738604_bin.143	#ff7f0e
ERR7738629_bin.38	#ff9896
ERR7738612_bin.70	#ff7f0e
ERR7738612_bin.16	#9467bd
ERR7745787_bin.78	#ff9896
ERR7745787_bin.120	#ff7f0e
ERR7738612_bin.73	#ff7f0e
ERR7738537_bin.116	#ff7f0e
SRR1761684_bin.15	#ff9896
ERR7738622_bin.68	#ff7f0e
ERR7738624_bin.206	#ff7f0e
ERR7738616_bin.67	#c5b0d5
ERR7746398_bin.37	#ff7f0e
ERR7738594_bin.115	#ff7f0e
ERR7745819_bin.27	#ff7f0e
ERR7738215_bin.8	#ff7f0e
ERR7738166_bin.22	#ff7f0e
ERR7738630_bin.149	#ff7f0e
SRR17643466_bin.19	#ff9896
ERR7738937_bin.7	#ff7f0e
ERR7738629_bin.54	#ff7f0e
ERR7738611_bin.45	#ff7f0e
ERR11604932_bin.8	#7f7f7f
ERR7738253_bin.128	#ff7f0e
ERR7738594_bin.75	#ff7f0e
ERR7738630_bin.160	#ff9896
SRR17643521_bin.5	#ff7f0e
SRR1761706_bin.10	#ff9896
SRR1761717_bin.1	#ff7f0e
ERR7738276_bin.22	#ff7f0e
ERR7738612_bin.1	#d62728
SRR17643467_bin.16	#ffbb78
ERR7738196_bin.28	#ff9896
ERR7738580_bin.116	#ff7f0e
ERR7738253_bin.92	#ff7f0e
ERR7738630_bin.90	#c49c94
ERR7738937_bin.69	#ff7f0e
SRR1761682_bin.14	#ff9896
ERR7738624_bin.114	#ff7f0e
ERR7738594_bin.97	#ff7f0e
ERR7738612_bin.43	#9467bd
ERR7738622_bin.114	#ff7f0e
ERR7738215_bin.64	#ff9896
ERR7738604_bin.36	#d62728
SRR1761687_bin.10	#ff7f0e
SRR17643466_bin.16	#ff7f0e
ERR7738624_bin.193	#ff9896
ERR7738937_bin.48	#ff7f0e
ERR7738546_bin.80	#ff9896
ERR7738630_bin.167	#ff7f0e
ERR7738620_bin.88	#aec7e8
ERR7738578_bin.84	#1f77b4
ERR7738253_bin.78	#ff7f0e
ERR7738594_bin.133	#aec7e8
SRR17643968_bin.40	#ff9896
ERR7738546_bin.96	#1f77b4
SRR17643460_bin.18	#ffbb78
ERR7738604_bin.87	#ff9896
ERR7738611_bin.105	#ff7f0e
ERR7745596_bin.25	#ff9896
ERR7738546_bin.11	#ff7f0e
ERR7738624_bin.140	#98df8a
SRR1761677_bin.6	#ffbb78
ERR7745787_bin.91	#ff7f0e
ERR7738612_bin.82	#ff7f0e
ERR7738537_bin.94	#ff7f0e
ERR7738608_bin.136	#ff7f0e
ERR7746398_bin.74	#ff7f0e
SRR17643968_bin.24	#ff7f0e
ERR7738558_bin.38	#ff7f0e
ERR7738938_bin.26	#ff7f0e
SRR1761704_bin.10	#ff7f0e
ERR7738630_bin.99	#ff7f0e
SRR17643919_bin.12	#ff7f0e
ERR7738938_bin.95	#ff7f0e
ERR7738580_bin.19	#ff7f0e
ERR7738630_bin.69	#ff9896
SRR17643523_bin.17	#ff9896
ERR7738166_bin.100	#ff7f0e
ERR7738630_bin.147	#ff7f0e
SRR17643919_bin.20	#ff7f0e
ERR7738624_bin.33	#1f77b4
ERR7738612_bin.91	#ff9896
ERR7738597_bin.70	#ff7f0e
ERR7746398_bin.11	#ff7f0e
ERR7738185_bin.6	#ff7f0e
ERR7738620_bin.53	#ff7f0e
ERR7738938_bin.27	#ff7f0e
ERR7738629_bin.14	#ff7f0e
SRR8732217_bin.4	#ff9896
ERR7738514_bin.68	#ff7f0e
SRR1761704_bin.13	#aec7e8
ERR7738630_bin.122	#ff7f0e
ERR7738515_bin.29	#aec7e8
ERR7738158_bin.83	#d62728
SRR1761680_bin.26	#ff7f0e
ERR7738630_bin.113	#ff7f0e
ERR11604929_bin.9	#aec7e8
ERR7738545_bin.43	#ff9896
SRR17643482_bin.20	#ff9896
ERR7738612_bin.44	#ff7f0e
SRR17643913_bin.7	#aec7e8
ERR7738616_bin.41	#ff7f0e
SRR17643790_bin.4	#8c564b
ERR7738938_bin.40	#ff9896
SRR17643482_bin.10	#ff9896
ERR7738604_bin.93	#9467bd
ERR7738578_bin.60	#ff7f0e
ERR7738597_bin.33	#1f77b4
ERR7738937_bin.35	#ff7f0e
