;Genome;original_bin;phylum;class;order;family;genus;species
1410;MGYG000000567;ERR7738597_bin.44;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA737;UBA737 sp900549055
1411;MGYG000000527;ERR7738580_bin.59;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS1865;UMGS1865 sp900547725
1412;MGYG000000432;ERR7738553_bin.11;Verrucomicrobiota;Kiritimatiellia;RFP12;UBA1067;UBA1067;UBA1067 sp934654805
1413;MGYG000001429;SRR17643474_bin.19;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp902363575
1414;MGYG000000349;ERR7738537_bin.41;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;
1415;MGYG000000171;ERR7738185_bin.30;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1487;UMGS1487 sp900552225
1416;MGYG000000109;ERR7738158_bin.35;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia_A;Slackia_A sp934630525
1417;MGYG000001469;SRR17643520_bin.5;Bacillota_B;Peptococcia;Peptococcales;Peptococcaceae;UMGS1590;UMGS1590 sp900552455
1418;MGYG000000075;ERR11604953_bin.6;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Sutterella;Sutterella sp900770335
1419;MGYG000001102;ERR7745831_bin.45;Pseudomonadota;Alphaproteobacteria;RF32;CAG-977;UBA11549;UBA11549 sp002440235
1420;MGYG000000938;ERR7738630_bin.43;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA10281;UBA10281 sp022781715
1421;MGYG000000590;ERR7738604_bin.19;Bacillota;Bacilli;RF39;UBA660;CAG-877;CAG-877 sp934120715
1422;MGYG000001593;SRR8732219_bin.1;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;QHMH01;QHMH01 sp003258795
1423;MGYG000000649;ERR7738608_bin.74;Bacillota;Bacilli;RF39;UBA660;RUG11215;RUG11215 sp934149105
1424;MGYG000001123;ERR7746398_bin.32;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA10281;UBA10281 sp900767495
1425;MGYG000000063;ERR11604949_bin.18;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;UBA71;UBA71 sp006954465
1426;MGYG000000251;ERR7738253_bin.96;Bacillota_A;Clostridia;Christensenellales;CAG-314;SFEB01;SFEB01 sp934230325
1427;MGYG000000972;ERR7738937_bin.34;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;Borkfalkia;Borkfalkia ceftriaxoniphila
1428;MGYG000000397;ERR7738546_bin.64;Bacteroidota;Bacteroidia;Flavobacteriales;UBA1820;Merdimorpha;Merdimorpha stercoravium
1429;MGYG000000711;ERR7738612_bin.37;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA791;UBA791 sp934700335
1430;MGYG000001444;SRR17643479_bin.19;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Schaedlerella;Schaedlerella glycyrrhizinilytica_A
1431;MGYG000000239;ERR7738253_bin.46;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;CAKQSC01;CAKQSC01 sp934271255
1432;MGYG000001596;SRR8732226_bin.1;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;CAG-196;CAG-196 sp934754655
1433;MGYG000000531;ERR7738580_bin.84;Bacillota_A;Clostridia;UBA1381;UBA1381;UBA1738;UBA1738 sp934487205
1434;MGYG000000787;ERR7738622_bin.115;Bacillota_A;Clostridia;Christensenellales;UBA1242;UBA11490;UBA11490 sp016297915
1435;MGYG000001500;SRR17643792_bin.27;Bacillota_A;Clostridia;Christensenellales;CAG-74;Fimadaptatus;Fimadaptatus sp900553645
1436;MGYG000000444;ERR7738553_bin.41;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_D;Campylobacter_D jejuni
1437;MGYG000001342;SRR1761713_bin.4;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA1221;UBA1221 sp900770525
1438;MGYG000000072;ERR11604952_bin.13;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;RGIG2206;
1439;MGYG000000615;ERR7738608_bin.112;Bacillota_A;Clostridia;Christensenellales;Pumilibacteraceae;UBA10677;UBA10677 sp934277845
1440;MGYG000001405;SRR17643459_bin.4;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A sp900757795
1441;MGYG000000582;ERR7738604_bin.102;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;CAKSAY01;CAKSAY01 sp934438055
1442;MGYG000000344;ERR7738537_bin.139;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1484;UMGS1484 sp900552285
1443;MGYG000000172;ERR7738185_bin.31;Bacillota_A;Clostridia;Christensenellales;Pumilibacteraceae;UBA10677;UBA10677 sp003533505
1444;MGYG000000002;ERR11604929_bin.11;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Duodenibacillus;Duodenibacillus sp900767875
1445;MGYG000001212;SRR1761687_bin.24;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium catenulatum
1446;MGYG000001471;SRR17643521_bin.17;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia_A;Slackia_A isoflavoniconvertens
1447;MGYG000000381;ERR7738546_bin.101;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Anaerotardibacter;Anaerotardibacter sp000436075
1448;MGYG000000911;ERR7738630_bin.144;Bacteroidota;Bacteroidia;Bacteroidales;UBA932;Cryptobacteroides;Cryptobacteroides sp934702165
1449;MGYG000000926;ERR7738630_bin.185;Bacillota_A;Clostridia;Christensenellales;UBA1242;UMGS2069;UMGS2069 sp900557585
1450;MGYG000000351;ERR7738537_bin.51;Bacillota_A;Clostridia;UMGS1883;UMGS1883;UMGS1883;UMGS1883 sp934454525
1451;MGYG000001137;ERR7746398_bin.94;Bacillota;Bacilli;RF39;UBA660;CAG-605;
1452;MGYG000001211;SRR1761687_bin.22;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus sp900545125
1453;MGYG000000634;ERR7738608_bin.45;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA4636;UBA4636 sp934273135
1454;MGYG000001244;SRR1761695_bin.25;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus faecipullorum
1455;MGYG000000009;ERR11604931_bin.5;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;
1456;MGYG000000578;ERR7738597_bin.82;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp000437215
1457;MGYG000000227;ERR7738253_bin.127;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;RUG369;RUG369 sp934725735
1458;MGYG000000196;ERR7738215_bin.12;Spirochaetota;Spirochaetia;Sphaerochaetales;Sphaerochaetaceae;Ornithospirochaeta;Ornithospirochaeta sp934247875
1459;MGYG000000222;ERR7738253_bin.113;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA10281;UBA10281 sp934271065
1460;MGYG000000391;ERR7738546_bin.40;Bacillota;Bacilli;RFN20;CAG-288;CAG-288;CAG-288 sp000437395
1461;MGYG000000792;ERR7738622_bin.142;Bacillota_A;Clostridia;Christensenellales;UBA1242;HGM11367;HGM11367 sp900768425
1462;MGYG000001134;ERR7746398_bin.8;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;CAG-115;CAG-115 sp003507295
1463;MGYG000000954;ERR7738630_bin.77;Eremiobacterota;Xenobia;Xenobiales;Xenobiaceae;Bruticola;Bruticola sp900772775
1464;MGYG000000643;ERR7738608_bin.64;Pseudomonadota;Alphaproteobacteria;RF32;CAG-977;UBA11549;UBA11549 sp902777205
1465;MGYG000001440;SRR17643478_bin.5;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;Allobaculum sp910580115
1466;MGYG000000959;ERR7738630_bin.84;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;UBA71;UBA71 sp934234005
1467;MGYG000001151;ERR7746440_bin.91;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;HGM13233;HGM13233 sp900762805
1468;MGYG000000534;ERR7738580_bin.89;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp934320895
1469;MGYG000000723;ERR7738612_bin.65;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter;Oxalobacter sp018384065
1470;MGYG000000703;ERR7738612_bin.128;Bacillota;Bacilli;RF39;UBA660;Onthocola_B;Onthocola_B sp934096125
1471;MGYG000001138;ERR7746440_bin.16;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1227;UBA1227 sp900545655
1472;MGYG000000346;ERR7738537_bin.143;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;VUNA01;VUNA01 sp934234035
1473;MGYG000000026;ERR11604936_bin.4;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;CAG-873 sp900540625
1474;MGYG000000387;ERR7738546_bin.27;Bacillota_A;Clostridia;Oscillospirales;CAG-272;QALR01;QALR01 sp900553085
1475;MGYG000000626;ERR7738608_bin.148;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS1865;UMGS1865 sp934481515
1476;MGYG000000847;ERR7738624_bin.23;Bacillota;Bacilli;RFN20;CAG-826;Enteromonas;Enteromonas sp934700895
1477;MGYG000001159;SRR1761676_bin.6;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Egerieimonas;Egerieimonas sp900552095
1478;MGYG000000533;ERR7738580_bin.88;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Pararoseburia;Pararoseburia sp900546435
1479;MGYG000001408;SRR17643460_bin.13;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella stercoripullorum
1480;MGYG000000982;ERR7738937_bin.56;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Fimisoma;Fimisoma sp000435715
1481;MGYG000000853;ERR7738624_bin.53;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Fimivivens;Fimivivens sp934232845
1482;MGYG000000757;ERR7738620_bin.10;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Amedibacillus;Amedibacillus dolichus
1483;MGYG000000677;ERR7738611_bin.26;Bacillota_A;Clostridia;Christensenellales;CAG-314;Fimimonas;Fimimonas sp934281515
1484;MGYG000000366;ERR7738537_bin.97;Bacteroidota;Bacteroidia;Bacteroidales;W3P20-009;W3P20-009;W3P20-009 sp934699135
1485;MGYG000001573;SRR17643968_bin.25;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1491;UMGS1491 sp900554335
1486;MGYG000001538;SRR17643924_bin.11;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera sp001546855
1487;MGYG000000544;ERR7738594_bin.134;Verrucomicrobiota;Verrucomicrobiae;Opitutales;UBA9783;UBA1183;UBA1183 sp934691225
1488;MGYG000000937;ERR7738630_bin.36;Bacillota_A;Clostridia;Christensenellales;Pumilibacteraceae;UBA10677;UBA10677 sp934270565
1489;MGYG000000942;ERR7738630_bin.5;Bacillota;Bacilli;RF39;UBA660;Ventrenecus;Ventrenecus sp934098555
1490;MGYG000001198;SRR1761685_bin.19;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera massiliensis
1491;MGYG000001552;SRR17643927_bin.31;Bacillota_B;Peptococcia;Peptococcales;Peptococcaceae;UMGS1590;UMGS1590 sp900552455
1492;MGYG000000844;ERR7738624_bin.209;Bacillota_A;Clostridia;HGM11514;HGM11514;SIG438;SIG438 sp934489915
1493;MGYG000000907;ERR7738630_bin.126;Bacillota_A;Clostridia;Oscillospirales;CAG-272;RGIG8399;RGIG8399 sp934365155
1494;MGYG000000605;ERR7738604_bin.81;Bacillota;Bacilli;RF39;UBA660;Ventrenecus;Ventrenecus sp934085675
1495;MGYG000000895;ERR7738630_bin.111;Bacillota_A;Clostridia;Christensenellales;UBA1242;UBA7868;UBA7868 sp934757845
1496;MGYG000000664;ERR7738611_bin.116;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA6984;UBA6984 sp934726055
1497;MGYG000000836;ERR7738624_bin.178;Pseudomonadota;Alphaproteobacteria;RF32;CAG-239;CAKQTH01;CAKQTH01 sp934276635
1498;MGYG000001166;SRR1761677_bin.8;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Anaerotardibacter;Anaerotardibacter sp900538545
1499;MGYG000001568;SRR17643968_bin.12;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;
1500;MGYG000000260;ERR7738267_bin.42;Bacillota_A;Clostridia;TANB77;CAG-508;Scatovivens;Scatovivens sp934141445
1501;MGYG000000945;ERR7738630_bin.54;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;RUG14109;RUG14109 sp934486895
1502;MGYG000000289;ERR7738353_bin.67;Bacillota;Bacilli;RFN20;CAG-826;Onthovivens;Onthovivens sp900545015
1503;MGYG000001494;SRR17643790_bin.33;Bacillota;Bacilli;Mycoplasmatales;UBA3375;UBA3375;
1504;MGYG000001407;SRR17643460_bin.1;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;
1505;MGYG000000931;ERR7738630_bin.26;Bacillota_A;Clostridia;Christensenellales;UBA1242;UBA11490;UBA11490 sp934778125
1506;MGYG000001433;SRR17643474_bin.42;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Pseudobutyricicoccus;Pseudobutyricicoccus sp003477405
1507;MGYG000001483;SRR17643652_bin.24;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;CAG-266;CAG-266 sp000436095
1508;MGYG000000765;ERR7738620_bin.35;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA3818;UBA3818 sp904397845
1509;MGYG000000056;ERR11604946_bin.9;Pseudomonadota;Alphaproteobacteria;Rs-D84;Rs-D84;Enterousia;Enterousia sp934272785
1510;MGYG000000032;ERR11604939_bin.6;Bacteroidota;Bacteroidia;Bacteroidales;W3P20-009;W3P20-009;
1511;MGYG000000583;ERR7738604_bin.110;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA6857;UBA6857 sp934561055
1512;MGYG000000616;ERR7738608_bin.12;Bacillota_A;Clostridia;Oscillospirales;CAG-272;SIG644;SIG644 sp934476315
1513;MGYG000000817;ERR7738622_bin.93;Bacillota_A;Clostridia;Christensenellales;UBA1242;CAKVLS01;CAKVLS01 sp934757865
1514;MGYG000000029;ERR11604937_bin.15;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;Merdousia;
1515;MGYG000000059;ERR11604948_bin.6;Pseudomonadota;Alphaproteobacteria;RF32;CAG-239;JAFUYI01;JAFUYI01 sp900542055
1516;MGYG000000062;ERR11604949_bin.15;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-95;
1517;MGYG000000837;ERR7738624_bin.179;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;JALEJU01;JALEJU01 sp022769485
1518;MGYG000000305;ERR7738514_bin.59;Bacillota_A;Clostridia;Oscillospirales;CAG-382;UMGS882;UMGS882 sp934479825
1519;MGYG000001591;SRR8732217_bin.8;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter;Oxalobacter sp900760095
1520;MGYG000001464;SRR17643508_bin.3;Bacillota_A;Clostridia;Christensenellales;CAG-74;Fimadaptatus;Fimadaptatus sp900553645
1521;MGYG000000200;ERR7738215_bin.28;Bacillota_A;Clostridia;Christensenellales;UBA1242;CAKVOD01;CAKVOD01 sp934778205
1522;MGYG000000759;ERR7738620_bin.17;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;JAGZHZ01;JAGZHZ01 sp018366495
1523;MGYG000000559;ERR7738597_bin.2;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella;Mailhella merdigallinarum
1524;MGYG000000386;ERR7738546_bin.25;Bacillota;Bacilli;RFN20;CAG-631;Caccosoma;Caccosoma sp934215405
1525;MGYG000000322;ERR7738515_bin.24;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp900547085
1526;MGYG000001537;SRR17643924_bin.10;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter stercorigallinarum
1527;MGYG000000835;ERR7738624_bin.175;Bacillota_A;Clostridia;Oscillospirales;JAAYXM01;CAKSEF01;CAKSEF01 sp934446465
1528;MGYG000000635;ERR7738608_bin.49;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA5884;UBA5884 sp018376535
1529;MGYG000000111;ERR7738158_bin.48;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus sp934481385
1530;MGYG000000648;ERR7738608_bin.71;Bacillota_A;Clostridia;Christensenellales;UBA1242;CAKVNM01;CAKVNM01 sp934747255
1531;MGYG000000621;ERR7738608_bin.139;Bacillota_A;Clostridia;Christensenellales;UBA1242;Onthoplasma;Onthoplasma sp934746715
1532;MGYG000000834;ERR7738624_bin.161;Bacillota_A;Clostridia;Christensenellales;Pumilibacteraceae;UMGS1795;UMGS1795 sp934229275
1533;MGYG000001501;SRR17643792_bin.31;Actinomycetota;Coriobacteriia;Coriobacteriales;UMGS124;CAIFEU01;CAIFEU01 sp903789505
1534;MGYG000001278;SRR1761701_bin.5;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sp000187445
1535;MGYG000000403;ERR7738546_bin.97;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS731;UMGS731 sp900544985
1536;MGYG000001419;SRR17643466_bin.21;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;Bulleidia sp900539965
1537;MGYG000000253;ERR7738253_bin.99;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-349;CAG-349 sp934254835
1538;MGYG000001076;ERR7745787_bin.93;Bacillota_A;Clostridia;Christensenellales;UBA1242;Onthoplasma;Onthoplasma sp934754375
1539;MGYG000000483;ERR7738562_bin.42;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus acidophilus
1540;MGYG000000177;ERR7738185_bin.48;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;RF16;RF16 sp900542355
1541;MGYG000000629;ERR7738608_bin.162;Bacillota_A;Clostridia;UMGS1810;UMGS1810;NSJ-50;NSJ-50 sp014385105
1542;MGYG000000650;ERR7738608_bin.78;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R sp900772705
1543;MGYG000000946;ERR7738630_bin.56;Bacillota_A;Clostridia;UMGS1810;UMGS1810;RGIG8748;RGIG8748 sp934481345
1544;MGYG000001073;ERR7745787_bin.88;Bacillota_A;Clostridia;Christensenellales;UBA1242;UBA11490;UBA11490 sp934754495
1545;MGYG000000434;ERR7738553_bin.17;Pseudomonadota;Alphaproteobacteria;Rickettsiales;UBA1997;CAKVBE01;
1546;MGYG000000532;ERR7738580_bin.87;Bacillota_A;Clostridia;Monoglobales;Monoglobaceae;;
1547;MGYG000000949;ERR7738630_bin.62;Bacillota_A;Clostridia;Christensenellales;UBA1242;CAKVNM01;CAKVNM01 sp934749845
1548;MGYG000000507;ERR7738578_bin.72;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;
1549;MGYG000000782;ERR7738620_bin.91;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1071;UMGS1071 sp934476545
1550;MGYG000000734;ERR7738612_bin.92;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;VUNA01;VUNA01 sp934234035
1551;MGYG000001011;ERR7738938_bin.6;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Morganella;Morganella morganii
1552;MGYG000000223;ERR7738253_bin.116;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA4675;UBA4675 sp905212395
1553;MGYG000000033;ERR11604940_bin.11;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;SFHR01;SFHR01 sp934271525
1554;MGYG000000392;ERR7738546_bin.42;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UMGS621;UMGS621 sp900543915
1555;MGYG000000603;ERR7738604_bin.73;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Avelusimicrobium;Avelusimicrobium sp900762815
1556;MGYG000000058;ERR11604947_bin.5;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Zag111;Zag111 sp004558955
1557;MGYG000000924;ERR7738630_bin.176;Bacillota_A;Clostridia;UMGS1810;UMGS1810;UMGS1810;UMGS1810 sp900555295
1558;MGYG000000285;ERR7738353_bin.44;Bacillota;Bacilli;RF39;UBA660;CAG-605;CAG-605 sp934098565
1559;MGYG000000879;ERR7738629_bin.53;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp934316925
1560;MGYG000001326;SRR1761710_bin.12;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_D;Campylobacter_D sp900772495
1561;MGYG000000442;ERR7738553_bin.38;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA1259;UBA1259 sp934271275
1562;MGYG000000933;ERR7738630_bin.29;Bacillota_A;Clostridia;Christensenellales;UBA1242;CAKVLG01;CAKVLG01 sp934756675
1563;MGYG000001543;SRR17643924_bin.22;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R sp014465955
1564;MGYG000001533;SRR17643919_bin.35;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium sp900551745
1565;MGYG000000055;ERR11604946_bin.6;Pseudomonadota;Alphaproteobacteria;Rs-D84;CACZYB01;CACZYB01;CACZYB01 sp934246625
1566;MGYG000001555;SRR17643933_bin.14;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera massiliensis
1567;MGYG000000928;ERR7738630_bin.197;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1081;UBA1081 sp022763825
1568;MGYG000000537;ERR7738594_bin.101;Pseudomonadota;Alphaproteobacteria;Rs-D84;CACZYB01;CACZYB01;CACZYB01 sp016297965
1569;MGYG000001035;ERR7745402_bin.76;Bacillota_A;Clostridia;Christensenellales;UBA1242;Caccovivens;Caccovivens sp934771475
1570;MGYG000001046;ERR7745596_bin.27;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus alactolyticus
1571;MGYG000000238;ERR7738253_bin.41;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA791;UBA791 sp934693165
1572;MGYG000001008;ERR7738938_bin.50;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter_B;Helicobacter_B fennelliae
1573;MGYG000000671;ERR7738611_bin.162;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA1394;UBA1394 sp934463345
1574;MGYG000000358;ERR7738537_bin.82;Bacillota_A;Clostridia;Oscillospirales;CAG-382;CAKSDR01;CAKSDR01 sp934446095
1575;MGYG000000343;ERR7738537_bin.134;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA737;UBA737 sp934454845
1576;MGYG000000718;ERR7738612_bin.52;Bacteroidota;Bacteroidia;Bacteroidales;F082;Limimorpha;
1577;MGYG000000005;ERR11604930_bin.4;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_B;Comamonas;Comamonas kerstersii
1578;MGYG000001530;SRR17643919_bin.28;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Aphodousia;Aphodousia secunda_B
1579;MGYG000000947;ERR7738630_bin.57;Bacillota_A;Clostridia;Oscillospirales;CAG-272;Firm-07;Firm-07 sp934481325
1580;MGYG000001445;SRR17643479_bin.2;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium_A;Fusobacterium_A sp900543175
1581;MGYG000001551;SRR17643927_bin.23;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-841;CAG-841 sp000437375
1582;MGYG000001416;SRR17643466_bin.13;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Absicoccus;Absicoccus sp000434355
1583;MGYG000000430;ERR7738553_bin.101;Bacillota_A;Clostridia;Christensenellales;UBA1242;UMGS687;UMGS687 sp900551705
1584;MGYG000000685;ERR7738611_bin.66;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter;Oxalobacter sp018384065
